Order ID,Phone,Quatity Ordered,Price Each,Order Date,Provider_City_Country,No Discount - Single Purchase,Sales_Less_Discount(8%),Sales_Less_Discount(15%),All sales,Month,Region
134761,Samsung Galexy S22,3,1100,02/04/21 23:23 ,"Provider_7,Yokohama, Japan",,3036.0,,3036.0,4,Asia
134762,Samsung Galexy S10,3,300,20/04/21 17:01 ,"Provider_9,Lagos, Nigeria",,828.0,,828.0,4,Africa
134763,Google Pixal - 2,1,900,19/04/21 18:00 ,"Provider_13,Dhaka, Bangladesh",900.0,,,900.0,4,Asia
134764,iPhone 11,1,500,11/04/21 12:25 ,"Provider_1,Beijing, China",500.0,,,500.0,4,Asia
134765,Xiaomi Redmi Note 11 Pro 5G,2,350,17/04/21 00:47 ,"Provider_15,Isfahan, Iran",,644.0,,644.0,4,Middle-East
134766,Sony Xperia 10,3,700,05/04/21 21:32 ,"Provider_3,Boston, United States",,1932.0,,1932.0,4,North America
134767,iPhone 11,1,500,24/04/21 18:40 ,"Provider_12,Hanoi, Vietnam",500.0,,,500.0,4,South East Asia
134768,Huawei - 2,1,350,17/04/21 04:06 ,"Provider_3,Boston, United States",350.0,,,350.0,4,North America
134769,iPhone 11,2,500,28/04/21 18:13 ,"Provider_20,Durban, South Africa",,920.0,,920.0,4,Africa
134770,Sony Xperia 20,1,800,30/04/21 21:37 ,"Provider_4,Jakarta, Indonesia",800.0,,,800.0,4,South East Asia
134771,Sony Xperia 20,1,800,06/04/21 09:30 ,"Provider_18,Bangkok, Thailand",800.0,,,800.0,4,Asia
134772,Xiaomi 12 Pro,1,900,09/04/21 09:22 ,"Provider_9,Lagos, Nigeria",900.0,,,900.0,4,Africa
134773,Samsung Galexy S21,2,800,22/04/21 11:10 ,"Provider_15,Isfahan, Iran",,1472.0,,1472.0,4,Middle-East
134774,Samsung Galexy S21,1,800,01/05/21 00:09 ,"Provider_9,Lagos, Nigeria",800.0,,,800.0,5,Africa
134775,Huawei - 3,2,200,13/04/21 15:15 ,"Provider_11,Munich, Germany",,368.0,,368.0,4,Europe
134776,Huawei - 2,3,350,02/04/21 14:32 ,"Provider_10,Manila, Philippines",,966.0,,966.0,4,South East Asia
134777,Huawei - 3,1,200,17/04/21 15:08 ,"Provider_5,Sao Paulo, Brazil",200.0,,,200.0,4,South America
134778,Sony Xperia 10,1,700,20/04/21 14:53 ,"Provider_13,Dhaka, Bangladesh",700.0,,,700.0,4,Asia
134779,Google Pixal - 2,1,900,19/04/21 16:42 ,"Provider_7,Yokohama, Japan",900.0,,,900.0,4,Asia
134780,iPhone 12,2,700,13/04/21 09:17 ,"Provider_17,Islamabad, Pakistan",,1288.0,,1288.0,4,Middle-East
134781,iPhone 12,1,700,30/04/21 15:25 ,"Provider_5,Sao Paulo, Brazil",700.0,,,700.0,4,South America
134782,Samsung Galexy S10,1,300,10/04/21 20:48 ,"Provider_3,Boston, United States",300.0,,,300.0,4,North America
134783,Xiaomi Redmi Note 10 Pro 5G,2,200,17/04/21 05:48 ,"Provider_11,Munich, Germany",,368.0,,368.0,4,Europe
134784,Google Pixal - 2,6,900,01/04/21 17:23 ,"Provider_11,Munich, Germany",,,4590.0,4590.0,4,Europe
134785,Google Pixal - 2,3,900,23/04/21 19:59 ,"Provider_2,Delhi, India",,2484.0,,2484.0,4,Asia
134786,Google Pixal - 2,1,900,19/04/21 22:28 ,"Provider_1,Beijing, China",900.0,,,900.0,4,Asia
134787,Huawei - 3,1,200,24/04/21 09:53 ,"Provider_18,Bangkok, Thailand",200.0,,,200.0,4,Asia
134788,Xiaomi Redmi Note 11 Pro 5G,2,350,28/04/21 01:33 ,"Provider_6,Moscow, Russia",,644.0,,644.0,4,Europe
134789,Nokia c300,1,600,09/04/21 00:30 ,"Provider_11,Munich, Germany",600.0,,,600.0,4,Europe
134790,Google Pixal - 1,1,700,13/04/21 11:44 ,"Provider_7,Yokohama, Japan",700.0,,,700.0,4,Asia
134791,Sony Xperia 20,1,800,12/04/21 17:17 ,"Provider_18,Bangkok, Thailand",800.0,,,800.0,4,Asia
134792,Sony Xperia 5,3,450,22/04/21 08:14 ,"Provider_16,Giza, Egypt",,1242.0,,1242.0,4,Africa
134793,Xiaomi Redmi Note 11 Pro 5G,1,350,27/04/21 14:27 ,"Provider_1,Beijing, China",350.0,,,350.0,4,Asia
134794,Sony Xperia 5,1,450,19/04/21 19:57 ,"Provider_5,Sao Paulo, Brazil",450.0,,,450.0,4,South America
134795,Google Pixal - 2,2,900,30/04/21 21:52 ,"Provider_15,Isfahan, Iran",,1656.0,,1656.0,4,Middle-East
134796,Xiaomi Redmi Note 10 Pro 5G,2,200,27/04/21 08:44 ,"Provider_1,Beijing, China",,368.0,,368.0,4,Asia
134797,Xiaomi Redmi Note 10 Pro 5G,4,200,22/04/21 07:26 ,"Provider_11,Munich, Germany",,,680.0,680.0,4,Europe
134798,Samsung Galexy S21,2,800,23/04/21 20:27 ,"Provider_5,Sao Paulo, Brazil",,1472.0,,1472.0,4,South America
134799,Nokia c200,4,400,30/04/21 10:20 ,"Provider_13,Dhaka, Bangladesh",,,1360.0,1360.0,4,Asia
134800,Xiaomi Redmi Note 11 Pro 5G,2,350,18/04/21 07:35 ,"Provider_19,Milan, Italy",,644.0,,644.0,4,Europe
134801,Nokia c200,1,400,23/04/21 19:43 ,"Provider_2,Delhi, India",400.0,,,400.0,4,Asia
134802,Huawei - 2,1,350,20/04/21 08:22 ,"Provider_4,Jakarta, Indonesia",350.0,,,350.0,4,South East Asia
134803,Xiaomi Redmi Note 11 Pro 5G,1,350,03/04/21 13:59 ,"Provider_13,Dhaka, Bangladesh",350.0,,,350.0,4,Asia
134804,Sony Xperia 10,4,700,21/04/21 22:47 ,"Provider_14,Ankara, Turkey",,,2380.0,2380.0,4,Europe
134805,Google Pixal - 2,1,900,21/04/21 11:10 ,"Provider_11,Munich, Germany",900.0,,,900.0,4,Europe
134806,iPhone 13,1,1000,15/04/21 19:54 ,"Provider_10,Manila, Philippines",1000.0,,,1000.0,4,South East Asia
134807,Nokia c300,3,600,18/04/21 16:22 ,"Provider_7,Yokohama, Japan",,1656.0,,1656.0,4,Asia
134808,iPhone 12,3,700,25/04/21 14:24 ,"Provider_1,Beijing, China",,1932.0,,1932.0,4,Asia
134809,Google Pixal - 2,2,900,01/04/21 17:32 ,"Provider_4,Jakarta, Indonesia",,1656.0,,1656.0,4,South East Asia
134810,Samsung Galexy S22,1,1100,06/04/21 18:43 ,"Provider_2,Delhi, India",1100.0,,,1100.0,4,Asia
134811,iPhone 12,1,700,14/04/21 10:49 ,"Provider_17,Islamabad, Pakistan",700.0,,,700.0,4,Middle-East
134812,Samsung Galexy S21,4,800,29/04/21 23:02 ,"Provider_5,Sao Paulo, Brazil",,,2720.0,2720.0,4,South America
134813,Sony Xperia 20,2,800,30/04/21 09:36 ,"Provider_15,Isfahan, Iran",,1472.0,,1472.0,4,Middle-East
134814,Samsung Galexy S21,1,800,11/04/21 11:18 ,"Provider_6,Moscow, Russia",800.0,,,800.0,4,Europe
134815,iPhone 12,2,700,17/04/21 10:39 ,"Provider_1,Beijing, China",,1288.0,,1288.0,4,Asia
134816,Nokia c200,2,400,19/04/21 01:17 ,"Provider_2,Delhi, India",,736.0,,736.0,4,Asia
134817,Sony Xperia 20,1,800,01/04/21 22:42 ,"Provider_5,Sao Paulo, Brazil",800.0,,,800.0,4,South America
134818,iPhone 12,2,700,09/04/21 23:13 ,"Provider_11,Munich, Germany",,1288.0,,1288.0,4,Europe
134819,Sony Xperia 10,1,700,07/04/21 19:44 ,"Provider_16,Giza, Egypt",700.0,,,700.0,4,Africa
134820,Samsung Galexy S21,1,800,08/04/21 18:24 ,"Provider_8,Mexico City, Mexico",800.0,,,800.0,4,North America
134821,iPhone 12,1,700,24/04/21 14:29 ,"Provider_12,Hanoi, Vietnam",700.0,,,700.0,4,South East Asia
134822,iPhone 11,1,500,05/04/21 20:59 ,"Provider_6,Moscow, Russia",500.0,,,500.0,4,Europe
134823,Xiaomi Redmi Note 10 Pro 5G,2,200,24/04/21 20:50 ,"Provider_11,Munich, Germany",,368.0,,368.0,4,Europe
134824,Samsung Galexy S10,1,300,12/04/21 15:31 ,"Provider_13,Dhaka, Bangladesh",300.0,,,300.0,4,Asia
134825,Huawei - 1,1,550,12/04/21 20:31 ,"Provider_17,Islamabad, Pakistan",550.0,,,550.0,4,Middle-East
134826,Samsung Galexy S10,1,300,06/04/21 20:30 ,"Provider_3,Boston, United States",300.0,,,300.0,4,North America
134827,Samsung Galexy S21,1,800,27/04/21 19:42 ,"Provider_15,Isfahan, Iran",800.0,,,800.0,4,Middle-East
134828,Google Pixal - 1,1,700,07/04/21 18:56 ,"Provider_1,Beijing, China",700.0,,,700.0,4,Asia
134829,Google Android,1,500,02/04/21 12:45 ,"Provider_14,Ankara, Turkey",500.0,,,500.0,4,Europe
134830,Google Pixal - 1,1,700,23/04/21 10:19 ,"Provider_1,Beijing, China",700.0,,,700.0,4,Asia
134831,Samsung Galexy S10,1,300,06/04/21 10:33 ,"Provider_15,Isfahan, Iran",300.0,,,300.0,4,Middle-East
134832,Xiaomi Redmi Note 11 Pro 5G,2,350,12/04/21 16:22 ,"Provider_10,Manila, Philippines",,644.0,,644.0,4,South East Asia
134833,Sony Xperia 10,2,700,13/04/21 00:21 ,"Provider_4,Jakarta, Indonesia",,1288.0,,1288.0,4,South East Asia
134834,Samsung Galexy S10,3,300,03/04/21 01:26 ,"Provider_7,Yokohama, Japan",,828.0,,828.0,4,Asia
134835,Sony Xperia 5,3,450,08/04/21 19:15 ,"Provider_1,Beijing, China",,1242.0,,1242.0,4,Asia
134836,Google Pixal - 2,1,900,22/04/21 08:24 ,"Provider_18,Bangkok, Thailand",900.0,,,900.0,4,Asia
134837,Nokia c200,1,400,01/04/21 18:07 ,"Provider_16,Giza, Egypt",400.0,,,400.0,4,Africa
134838,iPhone 11,1,500,11/04/21 19:11 ,"Provider_10,Manila, Philippines",500.0,,,500.0,4,South East Asia
134839,Sony Xperia 10,1,700,12/04/21 11:28 ,"Provider_5,Sao Paulo, Brazil",700.0,,,700.0,4,South America
134840,Huawei - 1,1,550,13/04/21 07:50 ,"Provider_10,Manila, Philippines",550.0,,,550.0,4,South East Asia
134841,Samsung Galexy S10,1,300,15/04/21 15:00 ,"Provider_4,Jakarta, Indonesia",300.0,,,300.0,4,South East Asia
134842,Xiaomi Redmi Note 10 Pro 5G,1,200,10/04/21 11:45 ,"Provider_6,Moscow, Russia",200.0,,,200.0,4,Europe
134843,Samsung Galexy S10,1,300,09/04/21 22:35 ,"Provider_10,Manila, Philippines",300.0,,,300.0,4,South East Asia
134844,Huawei - 2,2,350,24/04/21 13:14 ,"Provider_5,Sao Paulo, Brazil",,644.0,,644.0,4,South America
134845,Samsung Galexy S22,1,1100,24/04/21 20:21 ,"Provider_7,Yokohama, Japan",1100.0,,,1100.0,4,Asia
134846,iPhone 13,1,1000,15/04/21 21:20 ,"Provider_13,Dhaka, Bangladesh",1000.0,,,1000.0,4,Asia
134847,Sony Xperia 10,4,700,18/04/21 11:40 ,"Provider_6,Moscow, Russia",,,2380.0,2380.0,4,Europe
134848,iPhone 13,1,1000,27/04/21 23:04 ,"Provider_11,Munich, Germany",1000.0,,,1000.0,4,Europe
134849,Nokia c200,3,400,07/04/21 14:28 ,"Provider_2,Delhi, India",,1104.0,,1104.0,4,Asia
134850,Nokia c200,1,400,27/04/21 16:46 ,"Provider_5,Sao Paulo, Brazil",400.0,,,400.0,4,South America
134851,iPhone 11,2,500,30/04/21 14:45 ,"Provider_3,Boston, United States",,920.0,,920.0,4,North America
134852,Sony Xperia 10,3,700,13/04/21 21:50 ,"Provider_11,Munich, Germany",,1932.0,,1932.0,4,Europe
134853,Google Pixal - 1,1,700,03/04/21 13:02 ,"Provider_18,Bangkok, Thailand",700.0,,,700.0,4,Asia
134854,Nokia c200,2,400,26/04/21 00:32 ,"Provider_12,Hanoi, Vietnam",,736.0,,736.0,4,South East Asia
134855,Nokia c300,2,600,18/04/21 16:38 ,"Provider_17,Islamabad, Pakistan",,1104.0,,1104.0,4,Middle-East
134856,Nokia c300,1,600,13/04/21 11:09 ,"Provider_15,Isfahan, Iran",600.0,,,600.0,4,Middle-East
134857,Xiaomi Redmi Note 10 Pro 5G,1,200,11/04/21 20:08 ,"Provider_3,Boston, United States",200.0,,,200.0,4,North America
134858,Xiaomi Redmi Note 11 Pro 5G,3,350,27/04/21 13:30 ,"Provider_6,Moscow, Russia",,966.0,,966.0,4,Europe
134859,Google Pixal - 2,1,900,11/04/21 20:36 ,"Provider_16,Giza, Egypt",900.0,,,900.0,4,Africa
134860,Xiaomi Redmi Note 10 Pro 5G,2,200,19/04/21 13:03 ,"Provider_20,Durban, South Africa",,368.0,,368.0,4,Africa
134861,Xiaomi Redmi Note 11 Pro 5G,1,350,01/04/21 11:50 ,"Provider_7,Yokohama, Japan",350.0,,,350.0,4,Asia
134862,Samsung Galexy S21,1,800,01/04/21 15:27 ,"Provider_12,Hanoi, Vietnam",800.0,,,800.0,4,South East Asia
134863,Samsung Galexy S21,1,800,29/04/21 12:07 ,"Provider_9,Lagos, Nigeria",800.0,,,800.0,4,Africa
134864,iPhone 11,1,500,23/04/21 10:14 ,"Provider_12,Hanoi, Vietnam",500.0,,,500.0,4,South East Asia
134865,Google Pixal - 1,2,700,21/04/21 20:10 ,"Provider_11,Munich, Germany",,1288.0,,1288.0,4,Europe
134866,Samsung Galexy S22,2,1100,30/04/21 15:27 ,"Provider_6,Moscow, Russia",,2024.0,,2024.0,4,Europe
134867,Nokia c300,3,600,25/04/21 12:01 ,"Provider_4,Jakarta, Indonesia",,1656.0,,1656.0,4,South East Asia
134868,iPhone 11,2,500,06/04/21 10:47 ,"Provider_15,Isfahan, Iran",,920.0,,920.0,4,Middle-East
134869,Samsung Galexy S21,1,800,30/04/21 10:16 ,"Provider_13,Dhaka, Bangladesh",800.0,,,800.0,4,Asia
134870,Google Pixal - 1,5,700,23/04/21 18:37 ,"Provider_10,Manila, Philippines",,,2975.0,2975.0,4,South East Asia
134871,Xiaomi Redmi Note 10 Pro 5G,2,200,02/04/21 18:22 ,"Provider_17,Islamabad, Pakistan",,368.0,,368.0,4,Middle-East
134872,Samsung Galexy S22,1,1100,15/04/21 09:16 ,"Provider_17,Islamabad, Pakistan",1100.0,,,1100.0,4,Middle-East
134873,Google Pixal - 1,2,700,02/04/21 18:47 ,"Provider_2,Delhi, India",,1288.0,,1288.0,4,Asia
134874,iPhone 13,1,1000,12/04/21 14:38 ,"Provider_3,Boston, United States",1000.0,,,1000.0,4,North America
134875,iPhone 12,5,700,13/04/21 15:40 ,"Provider_12,Hanoi, Vietnam",,,2975.0,2975.0,4,South East Asia
134876,Sony Xperia 5,1,450,28/04/21 19:09 ,"Provider_1,Beijing, China",450.0,,,450.0,4,Asia
134877,Sony Xperia 5,2,450,19/04/21 16:12 ,"Provider_11,Munich, Germany",,828.0,,828.0,4,Europe
134878,iPhone 12,2,700,16/04/21 21:53 ,"Provider_15,Isfahan, Iran",,1288.0,,1288.0,4,Middle-East
134879,Samsung Galexy S10,1,300,02/04/21 23:11 ,"Provider_7,Yokohama, Japan",300.0,,,300.0,4,Asia
134880,Xiaomi 12 Pro,1,900,24/04/21 14:50 ,"Provider_6,Moscow, Russia",900.0,,,900.0,4,Europe
134881,Google Pixal - 2,1,900,16/04/21 10:28 ,"Provider_1,Beijing, China",900.0,,,900.0,4,Asia
134882,Nokia c300,1,600,19/04/21 15:20 ,"Provider_6,Moscow, Russia",600.0,,,600.0,4,Europe
134883,iPhone 13,4,1000,26/04/21 14:07 ,"Provider_4,Jakarta, Indonesia",,,3400.0,3400.0,4,South East Asia
134884,Samsung Galexy S21,1,800,28/04/21 09:59 ,"Provider_2,Delhi, India",800.0,,,800.0,4,Asia
134885,Google Android,7,500,04/04/21 14:46 ,"Provider_1,Beijing, China",,,2975.0,2975.0,4,Asia
134886,Xiaomi Redmi Note 10 Pro 5G,1,200,26/04/21 09:27 ,"Provider_14,Ankara, Turkey",200.0,,,200.0,4,Europe
134887,Nokia c200,1,400,16/04/21 16:07 ,"Provider_5,Sao Paulo, Brazil",400.0,,,400.0,4,South America
134888,Google Pixal - 2,1,900,02/04/21 03:10 ,"Provider_12,Hanoi, Vietnam",900.0,,,900.0,4,South East Asia
134889,Nokia c100,2,200,02/04/21 19:39 ,"Provider_4,Jakarta, Indonesia",,368.0,,368.0,4,South East Asia
134890,Sony Xperia 20,1,800,08/04/21 22:54 ,"Provider_7,Yokohama, Japan",800.0,,,800.0,4,Asia
134891,Google Pixal - 1,2,700,29/04/21 10:57 ,"Provider_6,Moscow, Russia",,1288.0,,1288.0,4,Europe
134892,Xiaomi Redmi Note 10 Pro 5G,4,200,30/04/21 00:29 ,"Provider_3,Boston, United States",,,680.0,680.0,4,North America
134893,iPhone 13,4,1000,19/04/21 20:12 ,"Provider_7,Yokohama, Japan",,,3400.0,3400.0,4,Asia
134894,Samsung Galexy S10,3,300,14/04/21 14:47 ,"Provider_16,Giza, Egypt",,828.0,,828.0,4,Africa
134895,Nokia c100,1,200,08/04/21 14:08 ,"Provider_19,Milan, Italy",200.0,,,200.0,4,Europe
134896,Nokia c200,1,400,06/04/21 14:17 ,"Provider_3,Boston, United States",400.0,,,400.0,4,North America
134897,Samsung Galexy S10,1,300,02/04/21 11:19 ,"Provider_18,Bangkok, Thailand",300.0,,,300.0,4,Asia
134898,Samsung Galexy S22,3,1100,08/04/21 14:02 ,"Provider_5,Sao Paulo, Brazil",,3036.0,,3036.0,4,South America
134899,iPhone 11,3,500,09/04/21 15:31 ,"Provider_6,Moscow, Russia",,1380.0,,1380.0,4,Europe
134900,Samsung Galexy S22,2,1100,17/04/21 12:22 ,"Provider_1,Beijing, China",,2024.0,,2024.0,4,Asia
134901,Nokia c200,1,400,27/04/21 10:02 ,"Provider_6,Moscow, Russia",400.0,,,400.0,4,Europe
134902,Google Pixal - 2,1,900,05/04/21 17:28 ,"Provider_7,Yokohama, Japan",900.0,,,900.0,4,Asia
134903,Sony Xperia 20,1,800,19/04/21 21:27 ,"Provider_1,Beijing, China",800.0,,,800.0,4,Asia
134904,iPhone 11,2,500,09/04/21 19:11 ,"Provider_7,Yokohama, Japan",,920.0,,920.0,4,Asia
134905,Huawei - 3,2,200,05/04/21 23:45 ,"Provider_10,Manila, Philippines",,368.0,,368.0,4,South East Asia
134906,Google Pixal - 2,1,900,21/04/21 22:41 ,"Provider_2,Delhi, India",900.0,,,900.0,4,Asia
134907,Huawei - 2,2,350,27/04/21 15:17 ,"Provider_4,Jakarta, Indonesia",,644.0,,644.0,4,South East Asia
134908,Google Pixal - 2,2,900,26/04/21 18:45 ,"Provider_15,Isfahan, Iran",,1656.0,,1656.0,4,Middle-East
134909,Nokia c200,1,400,26/04/21 03:14 ,"Provider_15,Isfahan, Iran",400.0,,,400.0,4,Middle-East
134910,Xiaomi Redmi Note 11 Pro 5G,1,350,21/04/21 18:49 ,"Provider_11,Munich, Germany",350.0,,,350.0,4,Europe
134911,Huawei - 1,2,550,17/04/21 20:07 ,"Provider_2,Delhi, India",,1012.0,,1012.0,4,Asia
134912,Huawei - 2,2,350,03/04/21 12:48 ,"Provider_10,Manila, Philippines",,644.0,,644.0,4,South East Asia
134913,Samsung Galexy S10,2,300,02/04/21 06:02 ,"Provider_2,Delhi, India",,552.0,,552.0,4,Asia
134914,Samsung Galexy S22,1,1100,01/04/21 21:50 ,"Provider_20,Durban, South Africa",1100.0,,,1100.0,4,Africa
134915,Samsung Galexy S22,1,1100,06/04/21 15:45 ,"Provider_5,Sao Paulo, Brazil",1100.0,,,1100.0,4,South America
134916,Nokia c300,2,600,22/04/21 23:21 ,"Provider_6,Moscow, Russia",,1104.0,,1104.0,4,Europe
134917,Huawei - 2,1,350,16/04/21 16:29 ,"Provider_7,Yokohama, Japan",350.0,,,350.0,4,Asia
134918,Xiaomi 12 Pro,1,900,30/04/21 23:19 ,"Provider_11,Munich, Germany",900.0,,,900.0,4,Europe
134919,iPhone 12,1,700,23/04/21 14:10 ,"Provider_15,Isfahan, Iran",700.0,,,700.0,4,Middle-East
134920,iPhone 12,1,700,17/04/21 15:15 ,"Provider_4,Jakarta, Indonesia",700.0,,,700.0,4,South East Asia
134921,Samsung Galexy S21,1,800,27/04/21 18:41 ,"Provider_13,Dhaka, Bangladesh",800.0,,,800.0,4,Asia
134922,Xiaomi 12 Pro,1,900,15/04/21 14:22 ,"Provider_11,Munich, Germany",900.0,,,900.0,4,Europe
134923,Nokia c300,3,600,24/04/21 22:45 ,"Provider_5,Sao Paulo, Brazil",,1656.0,,1656.0,4,South America
134924,iPhone 12,1,700,10/04/21 21:19 ,"Provider_13,Dhaka, Bangladesh",700.0,,,700.0,4,Asia
134925,Sony Xperia 10,1,700,26/04/21 20:43 ,"Provider_8,Mexico City, Mexico",700.0,,,700.0,4,North America
134926,Sony Xperia 20,2,800,10/04/21 16:39 ,"Provider_12,Hanoi, Vietnam",,1472.0,,1472.0,4,South East Asia
134927,Xiaomi 12 Pro,1,900,30/04/21 03:44 ,"Provider_3,Boston, United States",900.0,,,900.0,4,North America
134928,Google Pixal - 2,1,900,25/04/21 19:48 ,"Provider_13,Dhaka, Bangladesh",900.0,,,900.0,4,Asia
134929,iPhone 11,1,500,18/04/21 00:07 ,"Provider_17,Islamabad, Pakistan",500.0,,,500.0,4,Middle-East
134930,iPhone 11,1,500,09/04/21 14:48 ,"Provider_5,Sao Paulo, Brazil",500.0,,,500.0,4,South America
134931,iPhone 12,1,700,12/04/21 20:01 ,"Provider_1,Beijing, China",700.0,,,700.0,4,Asia
134932,Xiaomi Redmi Note 10 Pro 5G,1,200,24/04/21 17:07 ,"Provider_6,Moscow, Russia",200.0,,,200.0,4,Europe
134933,iPhone 13,1,1000,09/04/21 20:04 ,"Provider_2,Delhi, India",1000.0,,,1000.0,4,Asia
134934,Google Pixal - 2,3,900,25/04/21 06:52 ,"Provider_6,Moscow, Russia",,2484.0,,2484.0,4,Europe
134935,iPhone 13,1,1000,28/04/21 22:34 ,"Provider_8,Mexico City, Mexico",1000.0,,,1000.0,4,North America
134936,Google Android,3,500,09/04/21 17:58 ,"Provider_10,Manila, Philippines",,1380.0,,1380.0,4,South East Asia
134937,Xiaomi Redmi Note 11 Pro 5G,2,350,20/04/21 07:02 ,"Provider_11,Munich, Germany",,644.0,,644.0,4,Europe
134938,Huawei - 3,2,200,05/04/21 18:45 ,"Provider_4,Jakarta, Indonesia",,368.0,,368.0,4,South East Asia
134939,Xiaomi Redmi Note 10 Pro 5G,3,200,17/04/21 22:09 ,"Provider_7,Yokohama, Japan",,552.0,,552.0,4,Asia
134940,iPhone 12,1,700,01/04/21 17:23 ,"Provider_3,Boston, United States",700.0,,,700.0,4,North America
134941,Google Android,1,500,10/04/21 18:11 ,"Provider_11,Munich, Germany",500.0,,,500.0,4,Europe
134942,Samsung Galexy S22,1,1100,29/04/21 17:52 ,"Provider_8,Mexico City, Mexico",1100.0,,,1100.0,4,North America
134943,Huawei - 3,1,200,18/04/21 17:35 ,"Provider_17,Islamabad, Pakistan",200.0,,,200.0,4,Middle-East
134944,Xiaomi Redmi Note 10 Pro 5G,2,200,13/04/21 22:30 ,"Provider_12,Hanoi, Vietnam",,368.0,,368.0,4,South East Asia
134945,Nokia c200,1,400,26/04/21 23:17 ,"Provider_6,Moscow, Russia",400.0,,,400.0,4,Europe
134946,Samsung Galexy S10,1,300,28/04/21 18:03 ,"Provider_13,Dhaka, Bangladesh",300.0,,,300.0,4,Asia
134947,Google Pixal - 2,1,900,18/04/21 00:22 ,"Provider_11,Munich, Germany",900.0,,,900.0,4,Europe
134948,Xiaomi 12 Pro,1,900,07/04/21 22:46 ,"Provider_1,Beijing, China",900.0,,,900.0,4,Asia
134949,Google Pixal - 2,2,900,18/04/21 22:14 ,"Provider_11,Munich, Germany",,1656.0,,1656.0,4,Europe
134950,Huawei - 2,1,350,29/04/21 07:39 ,"Provider_4,Jakarta, Indonesia",350.0,,,350.0,4,South East Asia
134951,iPhone 12,1,700,23/04/21 15:27 ,"Provider_6,Moscow, Russia",700.0,,,700.0,4,Europe
134952,Nokia c200,2,400,09/04/21 09:29 ,"Provider_4,Jakarta, Indonesia",,736.0,,736.0,4,South East Asia
134953,Samsung Galexy S22,2,1100,18/04/21 21:49 ,"Provider_10,Manila, Philippines",,2024.0,,2024.0,4,South East Asia
134954,Google Pixal - 2,1,900,19/04/21 10:40 ,"Provider_1,Beijing, China",900.0,,,900.0,4,Asia
134955,Google Pixal - 1,1,700,30/04/21 15:43 ,"Provider_4,Jakarta, Indonesia",700.0,,,700.0,4,South East Asia
134956,Samsung Galexy S22,3,1100,30/04/21 20:28 ,"Provider_6,Moscow, Russia",,3036.0,,3036.0,4,Europe
134957,iPhone 13,1,1000,23/04/21 16:36 ,"Provider_16,Giza, Egypt",1000.0,,,1000.0,4,Africa
134958,Nokia c100,1,200,05/04/21 14:06 ,"Provider_6,Moscow, Russia",200.0,,,200.0,4,Europe
134959,Nokia c300,1,600,03/04/21 10:43 ,"Provider_2,Delhi, India",600.0,,,600.0,4,Asia
134960,Sony Xperia 20,1,800,14/04/21 10:03 ,"Provider_3,Boston, United States",800.0,,,800.0,4,North America
134961,iPhone 11,1,500,25/04/21 18:48 ,"Provider_9,Lagos, Nigeria",500.0,,,500.0,4,Africa
134962,Samsung Galexy S10,5,300,20/04/21 12:43 ,"Provider_20,Durban, South Africa",,,1275.0,1275.0,4,Africa
134963,Xiaomi 12 Pro,1,900,16/04/21 19:18 ,"Provider_19,Milan, Italy",900.0,,,900.0,4,Europe
134964,Xiaomi Redmi Note 11 Pro 5G,1,350,09/04/21 11:09 ,"Provider_18,Bangkok, Thailand",350.0,,,350.0,4,Asia
